Machine Name,
Point Name,Acceleration Channel 1
Comp,
Y-Axis Unit,V 
Speed Unit,rpm
Variable,Bias
X-Axis Value,Y-Axis Value,Y-Axis Status,Phase,Phase Status,Speed,Speed Status
1/22/2025 11:38:37 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:38:42 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:38:48 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:38:51 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:38:54 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:38:59 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:03 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:08 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:13 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:20 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:22 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:28 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:31 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:39 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:43 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:48 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:39:53 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:00 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:05 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:11 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:12 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:24 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:30 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:33 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:39 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:42 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:47 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:51 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:54 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:40:57 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:41:04 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:41:09 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:41:14 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:41:22 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:41:24 AM,-11.977,Valid,,,N/A,N/A
1/22/2025 11:41:30 AM,-11.977,Valid,,,N/A,N/A
